"ENSEMBL","SYMBOL","CHR","BEST.GWAS.ID","TWAS.P"
"ENSG00000211456","SACM1L",3,"rs17077548","0.99581"
"ENSG00000211581","MIR765",1,"rs12047109","0.800268"
"ENSG00000211584","SLC48A1",12,"rs7958245","0.83445"
"ENSG00000211592","IGKC",2,"rs4449134","0.176375"
"ENSG00000211593","IGKJ5",2,"rs4449134","0.891508"
"ENSG00000211594","IGKJ4",2,"rs4449134","0.358206"
"ENSG00000211596","IGKJ2",2,"rs4449134","0.631939"
"ENSG00000211597","IGKJ1",2,"rs4449134","0.699048"
"ENSG00000211598","IGKV4-1",2,"rs4449134","0.843828"
"ENSG00000211599","IGKV5-2",2,"rs4449134","0.636927"
"ENSG00000211637","IGLV4-69",22,"rs17821423","0.57991"
"ENSG00000211638","IGLV8-61",22,"rs17821423","0.63676"
"ENSG00000211639","IGLV4-60",22,"rs17821423","0.48333"
"ENSG00000211640","IGLV6-57",22,"rs17821423","0.41017"
"ENSG00000211642","IGLV10-54",22,"rs17821423","0.84885"
"ENSG00000211644","IGLV1-51",22,"rs7286558","0.91638"
"ENSG00000211647","IGLV5-48",22,"rs2330020","0.66938"
"ENSG00000211648","IGLV1-47",22,"rs2330020","0.97288"
"ENSG00000211649","IGLV7-46",22,"rs2330020","0.09160"
"ENSG00000211651","IGLV1-44",22,"rs2330020","0.84135"
"ENSG00000211652","IGLV7-43",22,"rs2330020","0.76259"
"ENSG00000211654","IGLV5-37",22,"rs2330020","0.11892"
"ENSG00000211658","IGLV3-27",22,"rs2330020","0.08933"
"ENSG00000211659","IGLV3-25",22,"rs2330020","0.73009"
"ENSG00000211660","IGLV2-23",22,"rs2330020","0.64475"
"ENSG00000211662","IGLV3-21",22,"rs362139","0.80634"
"ENSG00000211665","IGLV3-16",22,"rs362139","0.18918"
"ENSG00000211666","IGLV2-14",22,"rs362139","0.81192"
"ENSG00000211667","IGLV3-12",22,"rs362139","0.71362"
"ENSG00000211668","IGLV2-11",22,"rs362139","0.98916"
"ENSG00000211669","IGLV3-10",22,"rs362139","0.96759"
"ENSG00000211670","IGLV3-9",22,"rs362139","0.54120"
"ENSG00000211672","IGLV4-3",22,"rs362139","0.30277"
"ENSG00000211675","IGLC1",22,"rs362139","0.14400"
"ENSG00000211677","IGLC2",22,"rs362139","0.16481"
"ENSG00000211679","IGLC3",22,"rs362139","0.29468"
"ENSG00000211685","IGLC7",22,"rs13056375","0.83143"
"ENSG00000211688","TRGJP2",7,"rs1524058","0.069377"
"ENSG00000211689","TRGC1",7,"rs1524058","0.321198"
"ENSG00000211689","TARP",7,"rs1524058","0.321198"
"ENSG00000211695","TRGV9",7,"rs1524058","0.588171"
"ENSG00000211696","TRGV8",7,"rs1524058","0.452335"
"ENSG00000211697","TRGV5",7,"rs1524058","0.800135"
"ENSG00000211698","TRGV4",7,"rs1524058","0.657524"
"ENSG00000211699","TRGV3",7,"rs1524058","0.934976"
"ENSG00000211706","TRBV6-1",7,"rs1573617","0.683274"
"ENSG00000211710","TRBV4-1",7,"rs1573617","0.479444"
"ENSG00000211714","TRBV7-3",7,"rs1573617","0.224305"
"ENSG00000211721","TRBV6-5",7,"rs1573617","0.293718"
"ENSG00000211724","TRBV6-6",7,"rs1573617","0.917208"
"ENSG00000211727","TRBV7-6",7,"rs1573617","0.576021"
"ENSG00000211734","TRBV5-1",7,"rs1573617","0.487112"
"ENSG00000211745","TRBV4-2",7,"rs1573617","0.068226"
"ENSG00000211746","TRBV19",7,"rs1573617","0.895986"
"ENSG00000211747","TRBV20-1",7,"rs1573617","0.977835"
"ENSG00000211749","TRBV23-1",7,"rs1573617","0.287145"
"ENSG00000211750","TRBV24-1",7,"rs1573617","0.895150"
"ENSG00000211751","TRBC1",7,"rs17163237","0.371186"
"ENSG00000211752","TRBV27",7,"rs1573617","0.649199"
"ENSG00000211753","TRBV28",7,"rs1573617","0.856878"
"ENSG00000211772","TRBC2",7,"rs17163237","0.913799"
"ENSG00000211776","TRAV2",14,"rs11626693","0.509896"
"ENSG00000211777","TRAV3",14,"rs11626693","0.273955"
"ENSG00000211778","TRAV4",14,"rs11626693","0.934647"
"ENSG00000211779","TRAV5",14,"rs11626693","0.657586"
"ENSG00000211782","TRAV8-1",14,"rs17116039","0.065183"
"ENSG00000211784","TRAV10",14,"rs17116039","0.301604"
"ENSG00000211785","TRAV12-1",14,"rs17116039","0.358329"
"ENSG00000211788","TRAV13-1",14,"rs17116039","0.069678"
"ENSG00000211790","TRAV8-4",14,"rs17116039","0.334377"
"ENSG00000211793","TRAV9-2",14,"rs17116039","0.495808"
"ENSG00000211796","TRAV16",14,"rs17116039","0.235249"
"ENSG00000211799","TRAV19",14,"rs17116039","0.524485"
"ENSG00000211800","TRAV20",14,"rs17116039","0.348244"
"ENSG00000211801","TRAV21",14,"rs17116039","0.275558"
"ENSG00000211802","TRAV22",14,"rs17116039","0.810330"
"ENSG00000211803","TRAV23DV6",14,"rs17116039","0.089319"
"ENSG00000211806","TRAV25",14,"rs17116039","0.855618"
"ENSG00000211807","TRAV26-1",14,"rs17116039","0.522823"
"ENSG00000211809","TRAV27",14,"rs17116039","0.879668"
"ENSG00000211818","TRAV39",14,"rs17116039","0.553851"
"ENSG00000211890","IGHA2",14,"rs12100587","0.230917"
"ENSG00000211891","IGHE",14,"rs12100587","0.698016"
"ENSG00000211893","IGHG2",14,"rs12100587","0.223026"
"ENSG00000211896","IGHG1",14,"rs12100587","0.802587"
"ENSG00000211897","IGHG3",14,"rs12100587","0.190921"
"ENSG00000211899","IGHM",14,"rs12100587","0.843045"
"ENSG00000211904","IGHJ2",14,"rs12100587","0.071378"
"ENSG00000211930","IGHD3-3",14,"rs12100587","0.602367"
"ENSG00000211933","IGHV6-1",14,"rs12100587","0.928287"
"ENSG00000211934","IGHV1-2",14,"rs12100587","0.679187"
"ENSG00000211935","IGHV1-3",14,"rs12100587","0.605156"
"ENSG00000211938","IGHV3-7",14,"rs12435645","0.755041"
"ENSG00000211941","IGHV3-11",14,"rs2919816","0.953544"
"ENSG00000211942","IGHV3-13",14,"rs2919816","0.489501"
"ENSG00000211943","IGHV3-15",14,"rs9783634","0.209742"
"ENSG00000211945","IGHV1-18",14,"rs8010605","0.794776"
"ENSG00000211946","IGHV3-20",14,"rs8010605","0.443676"
"ENSG00000211949","IGHV3-23",14,"rs8010605","0.561802"
"ENSG00000211950","IGHV1-24",14,"rs8010605","0.781012"
"ENSG00000211952","IGHV4-28",14,"rs6576228","0.363878"
"ENSG00000211955","IGHV3-33",14,"rs6576228","0.561564"
"ENSG00000211956","IGHV4-34",14,"rs6576228","0.784853"
"ENSG00000211957","IGHV3-35",14,"rs6576228","0.781012"
"ENSG00000211958","IGHV3-38",14,"rs6576228","0.138640"
"ENSG00000211959","IGHV4-39",14,"rs6576228","0.094072"
"ENSG00000211962","IGHV1-46",14,"rs6576228","0.734596"
"ENSG00000211964","IGHV3-48",14,"rs6576228","0.089430"
"ENSG00000211965","IGHV3-49",14,"rs6576228","0.362823"
"ENSG00000211966","IGHV5-51",14,"rs6576228","0.567322"
"ENSG00000211967","IGHV3-53",14,"rs6576228","0.128260"
"ENSG00000211968","IGHV1-58",14,"rs6576228","0.307896"
"ENSG00000211970","IGHV4-61",14,"rs6576228","0.057085"
"ENSG00000211972","IGHV3-66",14,"rs6576228","0.642447"
"ENSG00000211973","IGHV1-69",14,"rs6576228","0.767247"
"ENSG00000211974","IGHV2-70D",14,"rs6576228","0.725146"
"ENSG00000211976","IGHV3-73",14,"rs6576228","0.479985"
"ENSG00000212123","PRR22",19,"rs2485270","0.034175"
"ENSG00000212124","TAS2R19",12,"rs10845180","0.74553"
"ENSG00000212125","TAS2R15P",12,"rs10845180","0.36066"
"ENSG00000212126","TAS2R50",12,"rs10845180","0.50733"
"ENSG00000212127","TAS2R14",12,"rs10845180","0.58507"
"ENSG00000212127","PRH1-TAS2R14",12,"rs10845180","0.58507"
"ENSG00000212232","SNORD17",20,"rs2745803","0.91558"
"ENSG00000212283","SNORD89",2,"rs6724417","0.030541"
"ENSG00000212443","SNORA53",12,"rs12307343","0.57616"
"ENSG00000212588","SNORA26",4,"rs1482115","0.277037"
"ENSG00000212607","SNORA3B",11,"rs10769990","0.46705"
"ENSG00000212643","ZRSR2P1",5,"rs7719681","0.83704"
"ENSG00000212664","RPL17P39",15,"rs4531689","0.90765"
"ENSG00000212694","LINC01089",12,"rs2272135","0.36831"
"ENSG00000212719","LINC02693",17,"rs3760201","9.22e-01"
"ENSG00000212766","EWSAT1",15,"rs12708500","0.10938"
"ENSG00000212802","RPL15P3",6,"rs7775566","0.57343"
"ENSG00000212864","RNF208",9,"rs2259657","0.11852"
"ENSG00000212916","MAP10",1,"rs2753391","0.923393"
"ENSG00000212978","C2orf74-DT",2,"rs10182774","0.227432"
"ENSG00000212993","POU5F1B",8,"rs3999771","5.43e-01"
"ENSG00000213013","RPS15AP36",19,"rs1080416","0.277479"
"ENSG00000213015","ZNF580",19,"rs4806471","0.662746"
"ENSG00000213020","ZNF611",19,"rs321929","0.067101"
"ENSG00000213023","SYT3",19,"rs9676278","0.787632"
"ENSG00000213024","NUP62",19,"rs8108243","0.264422"
"ENSG00000213047","DENND1B",1,"rs3790370","0.512468"
"ENSG00000213057","C1orf220",1,"rs7534927","0.530108"
"ENSG00000213064","SFT2D2",1,"rs1005423","0.276142"
"ENSG00000213066","CEP43",6,"rs9457250","0.35009"
"ENSG00000213071","LPAL2",6,"rs602837","0.48706"
"ENSG00000213085","CFAP45",1,"rs2789422","0.341743"
"ENSG00000213088","ACKR1",1,"rs856119","0.227432"
"ENSG00000213090","SCYL2P1",2,"rs2540427","0.433040"
"ENSG00000213096","ZNF254",19,"rs4932926","0.356486"
"ENSG00000213123","DYNLT2B",3,"rs7628991","0.86973"
"ENSG00000213139","CRYGS",3,"rs3774054","0.60865"
"ENSG00000213145","CRIP1",14,"rs12100587","0.652710"
"ENSG00000213152","RPL7AP60",12,"rs10850061","0.80646"
"ENSG00000213160","KLHL23",2,"rs2544371","0.736117"
"ENSG00000213160","PHOSPHO2-KLHL23",2,"rs2544371","0.736117"
"ENSG00000213171","LINGO4",1,"rs12030180","0.394516"
"ENSG00000213186","TRIM59",3,"rs34182424","0.82228"
"ENSG00000213188","YBX1P4",7,"rs11763061","0.686948"
"ENSG00000213190","MLLT11",1,"rs7543465","0.561240"
"ENSG00000213199","ASIC3",7,"rs2242141","0.716605"
"ENSG00000213203","GIMAP1",7,"rs2373847","0.062701"
"ENSG00000213213","CCDC183",9,"rs6293","0.35705"
"ENSG00000213214","ARHGEF35",7,"rs41414146","0.585770"
"ENSG00000213221","DNLZ",9,"rs28536668","0.18087"
"ENSG00000213222","TOMM40P4",2,"rs7561046","0.734369"
"ENSG00000213225","NOC2LP1",2,"rs949727","0.174464"
"ENSG00000213235","EEF1A1P16",12,"rs11057009","0.93783"
"ENSG00000213246","SUPT4H1",17,"rs8071217","4.10e-01"
"ENSG00000213275","IFITM9P",11,"rs11228589","0.32071"
"ENSG00000213290","PGK1P2",19,"rs17001926","0.541814"
"ENSG00000213304","RPL18AP13",19,"rs17243011","0.307728"
"ENSG00000213326","RPS7P11",17,"rs4968239","8.38e-01"
"ENSG00000213337","ANKRD39",2,"rs2118836","0.948174"
"ENSG00000213339","QTRT1",19,"rs17243011","0.791009"
"ENSG00000213341","CHUK",10,"rs1998290","0.39755"
"ENSG00000213347","MXD3",5,"rs2884479","0.66840"
"ENSG00000213363","RPS3P6",12,"rs17495295","0.03301"
"ENSG00000213366","GSTM2",1,"rs432346","0.210004"
"ENSG00000213373","LINC00671",17,"rs2229595","3.76e-01"
"ENSG00000213380","COG8",16,"rs3826154","0.492774"
"ENSG00000213385","RPL7AP39",7,"rs5025411","0.314897"
"ENSG00000213390","ARHGAP19",10,"rs36099025","0.44427"
"ENSG00000213398","LCAT",16,"rs16957447","0.193601"
"ENSG00000213413","PVRIG",7,"rs11760595","0.975781"
"ENSG00000213420","GPC2",7,"rs11760595","0.495239"
"ENSG00000213445","SIPA1",11,"rs4149818","0.29438"
"ENSG00000213462","ERV3-1",7,"rs10215638","0.479857"
"ENSG00000213463","SYNJ2BP",14,"rs17766799","0.849534"
"ENSG00000213465","ARL2",11,"rs4149818","0.50970"
"ENSG00000213471","TTLL13",15,"rs7184015","0.57892"
"ENSG00000213492","NT5C3AP1",4,"rs2635238","0.839917"
"ENSG00000213493","ACTN4P1",4,"rs4130340","0.016727"
"ENSG00000213512","GBP7",1,"rs12042423","0.203373"
"ENSG00000213516","RBMXL1",1,"rs12042423","0.045452"
"ENSG00000213519","RPL36P7",3,"rs11715984","0.84015"
"ENSG00000213523","SRA1",5,"rs250430","0.07868"
"ENSG00000213533","STIMATE",3,"rs11712653","0.88852"
"ENSG00000213542","RPL7AP43",7,"rs2272316","0.299620"
"ENSG00000213551","DNAJC9",10,"rs34284702","0.81266"
"ENSG00000213553","RPLP0P6",2,"rs12619390","0.683501"
"ENSG00000213563","C8orf82",8,"rs2977837","3.83e-01"
"ENSG00000213578","CPLX3",15,"rs2075589","0.24779"
"ENSG00000213585","VDAC1",5,"rs184947","0.41901"
"ENSG00000213593","TMX2",11,"rs11229262","0.90765"
"ENSG00000213598","RPL31P4",14,"rs7145852","0.388905"
"ENSG00000213609","RPL7AP50",10,"rs17831166","0.96490"
"ENSG00000213612","LOC124902222",9,"rs7862883","0.17006"
"ENSG00000213613","RPL11P3",10,"rs1929317","0.34451"
"ENSG00000213614","HEXA",15,"rs12903304","0.94904"
"ENSG00000213619","NDUFS3",11,"rs2626567","0.87170"
"ENSG00000213625","LEPROT",1,"rs550075","0.625775"
"ENSG00000213626","LBH",2,"rs11127254","0.566029"
"ENSG00000213638","ADAT3",19,"rs887390","0.701720"
"ENSG00000213639","PPP1CB",2,"rs1581035","0.461133"
"ENSG00000213640","EEF1DP4",7,"rs12531631","0.364475"
"ENSG00000213658","LAT",16,"rs9929750","0.475227"
"ENSG00000213672","NCKIPSD",3,"rs35452137","0.92929"
"ENSG00000213689","TREX1",3,"rs35452137","0.69488"
"ENSG00000213693","SEC14L1P1",11,"rs1808186","0.45588"
"ENSG00000213694","S1PR3",9,"rs10867145","0.43404"
"ENSG00000213699","SLC35F6",2,"rs1275957","0.606553"
"ENSG00000213714","FAM209B",20,"rs4810046","0.53263"
"ENSG00000213741","RPS29",14,"rs12884149","0.130910"
"ENSG00000213742","ZNF337-AS1",20,"rs6083780","0.62060"
"ENSG00000213753","CENPBD2P",19,"rs17853924","0.481434"
"ENSG00000213753","RPL23AP79",19,"rs17853924","0.481434"
"ENSG00000213757","RPS3AP20",5,"rs9637824","0.94021"
"ENSG00000213762","ZNF134",19,"rs1080416","0.584379"
"ENSG00000213782","DDX47",12,"rs7138555","0.70915"
"ENSG00000213793","ZNF888",19,"rs10407043","0.424015"
"ENSG00000213799","ZNF845",19,"rs17305227","0.316371"
"ENSG00000213801","ZNF321P",19,"rs10407043","0.963532"
"ENSG00000213809","KLRK1",12,"rs10845180","0.97785"
"ENSG00000213809","KLRC4-KLRK1",12,"rs10845180","0.97785"
"ENSG00000213842","SUGT1P2",3,"rs9917810","0.89894"
"ENSG00000213853","EMP2",16,"rs1035089","0.984841"
"ENSG00000213876","RPL7AP64",17,"rs1509120","7.57e-01"
"ENSG00000213889","PPM1N",19,"rs8111989","0.179920"
"ENSG00000213892","CEACAM16",19,"rs3816077","0.742156"
"ENSG00000213901","SLC23A3",2,"rs7596898","0.933981"
"ENSG00000213903","LTB4R",14,"rs12050360","0.948884"
"ENSG00000213904","LIPE-AS1",19,"rs7258854","0.026006"
"ENSG00000213904","LOC101930071",19,"rs7258854","0.026006"
"ENSG00000213906","LTB4R2",14,"rs12050360","0.801041"
"ENSG00000213918","DNASE1",16,"rs12148974","0.275713"
"ENSG00000213920","MDP1",14,"rs12050360","0.483927"
"ENSG00000213923","CSNK1E",22,"rs11913731","0.37400"
"ENSG00000213928","IRF9",14,"rs12050360","0.132581"
"ENSG00000213931","HBE1",11,"rs2340653","0.25974"
"ENSG00000213939","RPS12P29",17,"rs7209818","9.60e-01"
"ENSG00000213949","ITGA1",5,"rs16881068","0.59929"
"ENSG00000213963","LOC100130691",2,"rs10190526","0.331051"
"ENSG00000213965","NUDT19",19,"rs2304103","0.553347"
"ENSG00000213967","ZNF726",19,"rs4932926","0.693416"
"ENSG00000213977","TAX1BP3",17,"rs8065080","9.53e-01"
"ENSG00000213983","AP1G2",14,"rs12050360","0.096174"
"ENSG00000213988","ZNF90",19,"rs4425024","0.915356"
"ENSG00000213995","NAXD",13,"rs9515335","0.20090"
"ENSG00000213996","TM6SF2",19,"rs10038","0.544784"
"ENSG00000213999","BORCS8-MEF2B",19,"rs7256986","0.603064"
"ENSG00000213999","MEF2B",19,"rs7256986","0.603064"
"ENSG00000214021","TTLL3",3,"rs2200233","0.46002"
"ENSG00000214022","REPIN1",7,"rs2373847","0.307728"
"ENSG00000214026","MRPL23",11,"rs11041553","0.98658"
"ENSG00000214029","ZNF891",12,"rs4883625","0.46478"
"ENSG00000214046","SMIM7",19,"rs3745341","0.173001"
"ENSG00000214049","UCA1",19,"rs6512096","0.236413"
"ENSG00000214050","FBXO16",8,"rs240911","1.89e-01"
"ENSG00000214063","TSPAN4",11,"rs3750919","0.52264"
"ENSG00000214076","CPSF1P1",22,"rs9609389","0.96015"
"ENSG00000214078","CPNE1",20,"rs2425052","0.64392"
"ENSG00000214087","ARL16",17,"rs7406710","6.59e-01"
"ENSG00000214093","RPS18P14",22,"rs9609389","0.82237"
"ENSG00000214100","PLAC9P1",2,"rs3109270","0.381521"
"ENSG00000214102","WEE2",7,"rs17576764","0.287782"
"ENSG00000214113","LYRM4",6,"rs6597148","0.42547"
"ENSG00000214128","TMEM213",7,"rs999228","0.650549"
"ENSG00000214135","SDHAP4",3,"rs11715984","0.67622"
"ENSG00000214140","PRCD",17,"rs1622075","8.61e-01"
"ENSG00000214146","LINC02026",3,"rs587612","0.83000"
"ENSG00000214160","ALG3",3,"rs7627615","0.65049"
"ENSG00000214174","AMZ2P1",17,"rs9914878","1.64e-01"
"ENSG00000214176","PLEKHM1P1",17,"rs11656396","8.55e-01"
"ENSG00000214182","PTMAP5",13,"rs6563272","0.03001"
"ENSG00000214184","GCC2-AS1",2,"rs10203613","0.653335"
"ENSG00000214193","SH3D21",1,"rs2236565","0.229065"
"ENSG00000214194","SMIM30",7,"rs17405196","0.100249"
"ENSG00000214198","TTC41P",12,"rs2243512","0.96490"
"ENSG00000214212","C19orf38",19,"rs17243011","0.930672"
"ENSG00000214226","C17orf67",17,"rs6503750","9.61e-01"
"ENSG00000214253","FIS1",7,"rs10279545","0.931466"
"ENSG00000214263","RPSAP53",13,"rs11838853","0.28014"
"ENSG00000214274","ANG",14,"rs10138338","0.548506"
"ENSG00000214279","SCART1",10,"rs11101913","0.60268"
"ENSG00000214290","POU2AF3",11,"rs17585834","0.12032"
"ENSG00000214293","APTR",7,"rs2272316","0.781438"
"ENSG00000214300","SPDYE3",7,"rs11760595","0.692176"
"ENSG00000214309","MBLAC1",7,"rs11760595","0.402593"
"ENSG00000214331","PDPR2P",16,"rs17334975","0.400348"
"ENSG00000214338","SOGA3",6,"rs11961168","0.44077"
"ENSG00000214353","VAC14-AS1",16,"rs8061329","0.097116"
"ENSG00000214357","NEURL1B",5,"rs2879468","0.31989"
"ENSG00000214376","VSTM5",11,"rs12575249","0.64193"
"ENSG00000214401","KANSL1-AS1",17,"rs2023861","4.14e-01"
"ENSG00000214401","LOC107984142",17,"rs2023861","4.14e-01"
"ENSG00000214402","LCNL1",9,"rs9775457","0.09409"
"ENSG00000214413","BBIP1",10,"rs12359924","0.84539"
"ENSG00000214432","VPS33B-DT",15,"rs4932521","0.33197"
"ENSG00000214435","AS3MT",10,"rs12765135","0.64102"
"ENSG00000214456","PLIN5",19,"rs7251000","0.150533"
"ENSG00000214485","RPL7P1",5,"rs10037049","0.09354"
"ENSG00000214491","SEC14L6",22,"rs11704358","0.45091"
"ENSG00000214510","SPINK13",5,"rs7734352","0.98226"
"ENSG00000214517","PPME1",11,"rs4944891","0.92114"
"ENSG00000214535","RPS15AP1",20,"rs1555271","0.85480"
"ENSG00000214541","RPS4XP3",20,"rs4810046","0.82042"
"ENSG00000214544","GTF2IRD2P1",7,"rs4717097","0.948928"
"ENSG00000214548","MEG3",14,"rs3825569","0.065038"
"ENSG00000214562","NUTM2D",10,"rs4934282","0.99735"
"ENSG00000214563","GAPDHP15",6,"rs4527737","0.87631"
"ENSG00000214575","CPEB1",15,"rs3914699","0.02996"
"ENSG00000214595","EML6",2,"rs2941584","0.290223"
"ENSG00000214650","LOC105370047",12,"rs1609942","0.65378"
"ENSG00000214652","ZNF727",7,"rs1708647","0.991052"
"ENSG00000214655","ZSWIM8",10,"rs4746158","0.74216"
"ENSG00000214688","C10orf105",10,"rs1668166","0.10696"
"ENSG00000214691","LINC01913",2,"rs1920502","0.529148"
"ENSG00000214694","ARHGEF33",2,"rs12619390","0.074741"
"ENSG00000214706","IFRD2",3,"rs2023952","0.85663"
"ENSG00000214708","LOC105371730",17,"rs7220518","2.48e-01"
"ENSG00000214725","CDIPTOSP",16,"rs12917823","0.165137"
"ENSG00000214736","TOMM6",6,"rs1011100","0.73280"
"ENSG00000214756","CSKMT",11,"rs17664162","0.89498"
"ENSG00000214765","SEPTIN7P2",7,"rs1496493","0.499041"
"ENSG00000214784","RPS3AP21",5,"rs12659378","0.05704"
"ENSG00000214787","MS4A4E",11,"rs17615103","0.69099"
"ENSG00000214822","KRT16P3",17,"rs7220378","1.53e-01"
"ENSG00000214837","LINC01347",1,"rs2780784","0.039494"
"ENSG00000214842","RAD51AP2",2,"rs6758546","0.868157"
"ENSG00000214846","RPL10AP7",4,"rs10033189","0.354287"
"ENSG00000214855","APOC1P1",19,"rs8111989","0.828208"
"ENSG00000214860","EVPLL",17,"rs7214028","3.65e-01"
"ENSG00000214870","LINC02981",7,"rs1229661","0.049522"
"ENSG00000214872","SMTNL1",11,"rs11228909","0.12091"
"ENSG00000214900","LINC01599",14,"rs12884149","0.745154"
"ENSG00000214900","LINC01588",14,"rs12884149","0.745154"
"ENSG00000214914","RPL23AP3",21,"rs12627688","0.40950"
"ENSG00000214941","ZSWIM7",17,"rs3813769","4.62e-01"
"ENSG00000214944","ARHGEF28",5,"rs865340","0.41051"
"ENSG00000214946","TBC1D26",17,"rs9899976","5.53e-01"
"ENSG00000214954","LRRC69",8,"rs6471243","8.78e-01"
"ENSG00000214960","CRPPA",7,"rs6461286","0.418956"
"ENSG00000214967","NPIPA7",16,"rs5021808","0.236017"
"ENSG00000214999","LOC107985075",17,"rs6503066","1.83e-01"
"ENSG00000215009","ACSM4",12,"rs1047776","0.32709"
"ENSG00000215012","RTL10",22,"rs10212087","0.22681"
"ENSG00000215018","COL28A1",7,"rs35795180","0.127491"
"ENSG00000215021","PHB2",12,"rs10774442","0.43874"
"ENSG00000215022","LOC100130357",6,"rs7775566","0.50654"
"ENSG00000215039","CD27-AS1",12,"rs10774442","0.67313"
"ENSG00000215067","ALOX12-AS1",17,"rs1509120","3.18e-01"
"ENSG00000215114","UBXN2B",8,"rs12115045","4.37e-01"
"ENSG00000215146","LOC441666",10,"rs17153309","0.27021"
"ENSG00000215148","PRSS41",16,"rs11076933","0.787160"
"ENSG00000215154","LOC652276",16,"rs11076933","0.322431"
"ENSG00000215182","MUC5AC",11,"rs7944761","0.89111"
"ENSG00000215187","FAM166B",9,"rs34080245","0.60611"
"ENSG00000215190","LINC00680",6,"rs4527737","0.30288"
"ENSG00000215193","PEX26",22,"rs458888","0.59127"
"ENSG00000215196","BASP1-AS1",5,"rs253483","0.54683"
"ENSG00000215217","C5orf49",5,"rs2002234","0.34722"
"ENSG00000215218","UBE2QL1",5,"rs903867","0.34517"
"ENSG00000215244","LINC02649",10,"rs7912136","0.00931"
"ENSG00000215246","LINC02982",5,"rs3810859","0.15665"
"ENSG00000215251","FASTKD5",20,"rs742847","0.82235"
"ENSG00000215252","GOLGA8B",15,"rs12441615","0.29025"
"ENSG00000215256","DHRS4-AS1",14,"rs12050360","0.671566"
"ENSG00000215267","AKR1C7P",10,"rs2961594","0.61044"
"ENSG00000215271","HOMEZ",14,"rs2739499","0.760366"
"ENSG00000215305","VPS16",20,"rs742847","0.55861"
"ENSG00000215374","FAM66B",8,"rs4500099","9.89e-01"
"ENSG00000215375","MYL5",4,"rs17721913","0.946332"
"ENSG00000215417","MIR17HG",13,"rs7316920","0.15302"
"ENSG00000215424","MCM3AP-AS1",21,"rs16979001","0.35541"
"ENSG00000215440","NPEPL1",20,"rs10369","0.45506"
"ENSG00000215440","LOC124904942",20,"rs10369","0.45506"
"ENSG00000215458","AATBC",21,"rs2776377","0.39461"
"ENSG00000215483","LINC00548",13,"rs9549151","0.36972"
"ENSG00000215483","LINC00598",13,"rs9549151","0.36972"
"ENSG00000215529","EFCAB8",20,"rs6141382","0.06809"
"ENSG00000215533","LINC00189",21,"rs2832188","0.26524"
"ENSG00000215559","ANKRD20A11P",21,"rs17240508","0.76114"
"ENSG00000215595","C20orf202",20,"rs6056615","0.03998"
"ENSG00000215630","GUSBP9",5,"rs7443752","0.85743"
"ENSG00000215644","GCGR",17,"rs7406710","1.89e-01"
"ENSG00000215704","CELA2B",1,"rs7548096","0.491453"
"ENSG00000215712","TMEM242",6,"rs6455715","0.25638"
"ENSG00000215717","TMEM167B",1,"rs2990878","0.611726"
"ENSG00000215788","TNFRSF25",1,"rs6577584","0.710783"
"ENSG00000215795","LOC100131465",1,"rs6657743","0.923636"
"ENSG00000215808","LINC01139",1,"rs1915275","0.662111"
"ENSG00000215817","ZC3H11B",1,"rs17549524","0.629840"
"ENSG00000215835","LOC284685",1,"rs6426964","0.925309"
"ENSG00000215841","LOC124902709",11,"rs7129470","0.97151"
"ENSG00000215845","TSTD1",1,"rs17398230","0.441360"
"ENSG00000215875","ST13P20",1,"rs17106650","0.396438"
"ENSG00000215883","CYB5RL",1,"rs4483354","0.647225"
"ENSG00000215908","CROCCP2",1,"rs11260930","0.889781"
"ENSG00000215912","TTC34",1,"rs6424068","0.430319"
"ENSG00000215914","MMP23A",1,"rs11589067","0.069803"
"ENSG00000215915","ATAD3C",1,"rs1891906","0.881358"
"ENSG00000216490","IFI30",19,"rs1862145","0.823634"
"ENSG00000216775","LOC730101",6,"rs12528203","0.32651"
"ENSG00000216863","LY86-AS1",6,"rs742342","0.69583"
"ENSG00000216895","RBM33-DT",7,"rs1551634","0.159427"
"ENSG00000216937","CCDC7",10,"rs4301693","0.96331"
"ENSG00000217165","ANKRD18EP",6,"rs10305501","0.94579"
"ENSG00000217325","PRELID1P1",6,"rs7746534","0.77641"
"ENSG00000217442","SYCE3",22,"rs761744","0.68634"
"ENSG00000217644","RPL18AP4",1,"rs16835131","0.561925"
"ENSG00000217648","LOC100131471",6,"rs223588","0.08399"
"ENSG00000217716","RPS10P3",9,"rs3118839","0.30330"
"ENSG00000217801","LOC100288175",1,"rs1891906","0.017455"
"ENSG00000217930","PAM16",16,"rs12148974","0.371961"
"ENSG00000218052","ADAMTS7P4",15,"rs16974804","0.89736"
"ENSG00000218186","KRT8P43",6,"rs6937665","0.48276"
"ENSG00000218208","RPS27AP11",6,"rs773676","0.72634"
"ENSG00000218227","RPL19P9",5,"rs9329142","0.67555"
"ENSG00000218336","TENM3",4,"rs17309350","0.199843"
"ENSG00000218357","LINC01644",22,"rs5769362","0.31343"
"ENSG00000218358","RAET1K",6,"rs7757826","0.73001"
"ENSG00000218416","GPC1-AS1",2,"rs10170009","0.356529"
"ENSG00000218510","LINC00339",1,"rs9426772","0.608511"
"ENSG00000218565","LOC100129844",6,"rs11970753","0.01727"
